name,country,subcountry,geonameid
Las Cruces,United States,New Mexico,5475352
Rio Rancho,United States,New Mexico,5487811
Roswell,United States,New Mexico,5488441
Santa Fe,United States,New Mexico,5490263
South Valley,United States,New Mexico,5492450
Boulder City,United States,Nevada,5500539
Carson City,United States,Nevada,5501344
Enterprise,United States,Nevada,5503766
Fernley,United States,Nevada,5504003
Henderson,United States,Nevada,5505411
Las Vegas,United States,Nevada,5506956
Mesquite,United States,Nevada,5508180
North Las Vegas,United States,Nevada,5509403
Pahrump,United States,Nevada,5509851
Paradise,United States,Nevada,5509952
Reno,United States,Nevada,5511077
Spanish Springs,United States,Nevada,5512827
Sparks,United States,Nevada,5512862
Spring Valley,United States,Nevada,5512909
Sun Valley,United States,Nevada,5513307
Sunrise Manor,United States,Nevada,5513343
Whitney,United States,Nevada,5515110
Winchester,United States,Nevada,5515345
Amarillo,United States,Texas,5516233
Big Spring,United States,Texas,5517061
Del Rio,United States,Texas,5520076
Eagle Pass,United States,Texas,5520677
El Paso,United States,Texas,5520993
Hereford,United States,Texas,5523074
Horizon City,United States,Texas,5523369
Lubbock,United States,Texas,5525577
Midland,United States,Texas,5526337
Odessa,United States,Texas,5527554
Pampa,United States,Texas,5527953
Plainview,United States,Texas,5528450
San Angelo,United States,Texas,5530022
Socorro,United States,Texas,5530932
Socorro Mission Number 1 Colonia,United States,Texas,5530937
West Odessa,United States,Texas,5533366
Cedar City,United States,Utah,5536630
Saint George,United States,Utah,5546220
Washington,United States,Utah,5549222
Wasco,United States,California,5550368
Anthem,United States,Arizona,5551498
Apache Junction,United States,Arizona,5551535
Avondale,United States,Arizona,5552301
Juneau,United States,Alaska,5554072
Arcata,United States,California,5558953
Bayside,United States,California,5559320
Eureka,United States,California,5563397
McKinleyville,United States,California,5567770
Redding,United States,California,5570160
Susanville,United States,California,5572400
Boulder,United States,Colorado,5574991
Erie,United States,Colorado,5576859
Evans,United States,Colorado,5576909
Fort Collins,United States,Colorado,5577147
Greeley,United States,Colorado,5577592
Longmont,United States,Colorado,5579276
Loveland,United States,Colorado,5579368
Windsor,United States,Colorado,5583509
Boise,United States,Idaho,5586437
Caldwell,United States,Idaho,5587698
Coeur d'Alene,United States,Idaho,5589173
Eagle,United States,Idaho,5591778
Idaho Falls,United States,Idaho,5596475
Kuna,United States,Idaho,5597955
Lewiston,United States,Idaho,5598538
Lewiston Orchards,United States,Idaho,5598542
Meridian,United States,Idaho,5600685
Moscow,United States,Idaho,5601538
Nampa,United States,Idaho,5601933
Pocatello,United States,Idaho,5604045
Post Falls,United States,Idaho,5604353
Rexburg,United States,Idaho,5605242
Twin Falls,United States,Idaho,5610810
Billings,United States,Montana,5640350
Bozeman,United States,Montana,5641727
Butte,United States,Montana,5642934
Great Falls,United States,Montana,5655240
Helena,United States,Montana,5656882
Kalispell,United States,Montana,5660340
Missoula,United States,Montana,5666639
Bismarck,United States,North Dakota,5688025
Dickinson,United States,North Dakota,5688789
Mandan,United States,North Dakota,5690366
Minot,United States,North Dakota,5690532
North Platte,United States,Nebraska,5697939
Scottsbluff,United States,Nebraska,5699404
Elko,United States,Nevada,5703670
Albany,United States,Oregon,5710756
Aloha,United States,Oregon,5711099
Altamont,United States,Oregon,5711149
Ashland,United States,Oregon,5711789
Beaverton,United States,Oregon,5713376
Bend,United States,Oregon,5713587
Bethany,United States,Oregon,5713759
Canby,United States,Oregon,5717758
Central Point,United States,Oregon,5718601
Coos Bay,United States,Oregon,5720495
Corvallis,United States,Oregon,5720727
Eugene,United States,Oregon,5725846
Forest Grove,United States,Oregon,5727190
Four Corners,United States,Oregon,5727382
Grants Pass,United States,Oregon,5729080
Gresham,United States,Oregon,5729485
Hayesville,United States,Oregon,5730675
Hermiston,United States,Oregon,5731070
Hillsboro,United States,Oregon,5731371
Keizer,United States,Oregon,5734711
Klamath Falls,United States,Oregon,5735238
Lake Oswego,United States,Oregon,5735724
Lebanon,United States,Oregon,5736218
Lents,United States,Oregon,5736378
McMinnville,United States,Oregon,5739936
Medford,United States,Oregon,5740099
Milwaukie,United States,Oregon,5740900
Newberg,United States,Oregon,5742726
Oak Grove,United States,Oregon,5743731
Oregon City,United States,Oregon,5744253
Pendleton,United States,Oregon,5745380
Portland,United States,Oregon,5746545
Redmond,United States,Oregon,5747882
Roseburg,United States,Oregon,5749352
Salem,United States,Oregon,5750162
Sherwood,United States,Oregon,5751632
Springfield,United States,Oregon,5754005
Tigard,United States,Oregon,5756758
Troutdale,United States,Oregon,5757477
Tualatin,United States,Oregon,5757506
West Linn,United States,Oregon,5760009
Wilsonville,United States,Oregon,5761287
Woodburn,United States,Oregon,5761708
Rapid City,United States,South Dakota,5768233
Bountiful,United States,Utah,5771826
Brigham City,United States,Utah,5771960
Centerville,United States,Utah,5772654
Clearfield,United States,Utah,5772959
Clinton,United States,Utah,5773001
Cottonwood Heights,United States,Utah,5773304
Draper,United States,Utah,5774001
Eagle Mountain,United States,Utah,5774215
East Millcreek,United States,Utah,5774301
Farmington,United States,Utah,5774662
Herriman,United States,Utah,5775782
Highland,United States,Utah,5775863
Holladay,United States,Utah,5776008
Kaysville,United States,Utah,5776715
Kearns,United States,Utah,5776727
Layton,United States,Utah,5777107
Lehi,United States,Utah,5777224
Logan,United States,Utah,5777544
Magna,United States,Utah,5777793
Midvale,United States,Utah,5778244
Millcreek,United States,Utah,5778352
Murray,United States,Utah,5778755
North Ogden,United States,Utah,5779036
North Salt Lake,United States,Utah,5779068
Ogden,United States,Utah,5779206
Orem,United States,Utah,5779334
Payson,United States,Utah,5779548
Pleasant Grove,United States,Utah,5779816
Provo,United States,Utah,5780026
Riverton,United States,Utah,5780557
Roy,United States,Utah,5780802
Salt Lake City,United States,Utah,5780993
Sandy City,United States,Utah,5781061
Sandy Hills,United States,Utah,5781070
Saratoga Springs,United States,Utah,5781087
South Jordan Heights,United States,Utah,5781765
South Jordan,United States,Utah,5781770
South Ogden,United States,Utah,5781783
South Salt Lake,United States,Utah,5781794
Spanish Fork,United States,Utah,5781860
Springville,United States,Utah,5781993
Syracuse,United States,Utah,5782391
Taylorsville,United States,Utah,5782476
Tooele,United States,Utah,5783695
West Jordan,United States,Utah,5784549
West Valley City,United States,Utah,5784607
Aberdeen,United States,Washington,5785243
Anacortes,United States,Washington,5785657
Arlington,United States,Washington,5785868
Auburn,United States,Washington,5785965
Battle Ground,United States,Washington,5786485
Bellevue,United States,Washington,5786882
Bellingham,United States,Washington,5786899
Bonney Lake,United States,Washington,5787776
Bothell,United States,Washington,5787829
Bremerton,United States,Washington,5788054
Burien,United States,Washington,5788516
Camas,United States,Washington,5788822
Centralia,United States,Washington,5789683
Cottage Lake,United States,Washington,5790971
Covington,United States,Washington,5791159
Des Moines,United States,Washington,5792244
Edmonds,United States,Washington,5793427
Ellensburg,United States,Washington,5793639
Everett,United States,Washington,5793933
Fairwood,United States,Washington,5794097
Federal Way,United States,Washington,5794245
Five Corners,United States,Washington,5794559
Frederickson,United States,Washington,5795011
Graham,United States,Washington,5795906
Hazel Dell,United States,Washington,5796984
Issaquah,United States,Washington,5798487
Kenmore,United States,Washington,5799587
Kennewick,United States,Washington,5799610
Kent,United States,Washington,5799625
Kirkland,United States,Washington,5799841
Lacey,United States,Washington,5800112
Lake Stevens,United States,Washington,5800317
Lakewood,United States,Washington,5800420
Longview,United States,Washington,5801617
Lynnwood,United States,Washington,5802049
Maple Valley,United States,Washington,5802340
Martha Lake,United States,Washington,5802493
Marysville,United States,Washington,5802570
Mercer Island,United States,Washington,5803139
Mill Creek,United States,Washington,5803457
Monroe,United States,Washington,5803786
Moses Lake,United States,Washington,5803990
Mount Vernon,United States,Washington,5804127
Mountlake Terrace,United States,Washington,5804191
Mukilteo,United States,Washington,5804306
North Creek,United States,Washington,5804953
Oak Harbor,United States,Washington,5805441
Olympia,United States,Washington,5805687
Opportunity,United States,Washington,5805782
Orchards,United States,Washington,5805815
Parkland,United States,Washington,5806253
Pasco,United States,Washington,5806298
Port Angeles,United States,Washington,5807212
Pullman,United States,Washington,5807540
Puyallup,United States,Washington,5807575
Redmond,United States,Washington,5808079
Renton,United States,Washington,5808189
Richland,United States,Washington,5808276
Salmon Creek,United States,Washington,5809333
Sammamish,United States,Washington,5809402
SeaTac,United States,Washington,5809805
Seattle,United States,Washington,5809844
Shoreline,United States,Washington,5810301
Silverdale,United States,Washington,5810490
South Hill,United States,Washington,5811456
Spanaway,United States,Washington,5811581
Spokane,United States,Washington,5811696
Spokane Valley,United States,Washington,5811729
Sunnyside,United States,Washington,5812604
Tacoma,United States,Washington,5812944
Tukwila,United States,Washington,5814043
Tumwater,United States,Washington,5814095
University Place,United States,Washington,5814450
Vancouver,United States,Washington,5814616
Walla Walla,United States,Washington,5814916
Wenatchee,United States,Washington,5815342
West Lake Sammamish,United States,Washington,5815538
West Lake Stevens,United States,Washington,5815539
Bainbridge Island,United States,Washington,5816320
Yakima,United States,Washington,5816605
Casper,United States,Wyoming,5820705
Cheyenne,United States,Wyoming,5821086
Gillette,United States,Wyoming,5826027
Laramie,United States,Wyoming,5830062
Rock Springs,United States,Wyoming,5836898
Sheridan,United States,Wyoming,5838198
American Fork,United States,Utah,5844096
Kahului,United States,Hawaii,5847411
Kailua,United States,Hawaii,5847486
Kāne‘ohe,United States,Hawaii,5848189
Kīhei,United States,Hawaii,5849297
Makakilo City,United States,Hawaii,5850554
Mililani Town,United States,Hawaii,5851030
Pearl City,United States,Hawaii,5852275
Wahiawā,United States,Hawaii,5853992
Wailuku,United States,Hawaii,5854496
Waipahu,United States,Hawaii,5854686
‘Ewa Gentry,United States,Hawaii,5855070
Hilo,United States,Hawaii,5855927
Honolulu,United States,Hawaii,5856195
Eagle River,United States,Alaska,5861187
Fairbanks,United States,Alaska,5861897
Anchorage,United States,Alaska,5879400
Badger,United States,Alaska,5879898
Milton,United States,Georgia,6331908
Johns Creek,United States,Georgia,6331909
Cutler Bay,United States,Florida,6332309
Alafaya,United States,Florida,6332439
Fort Bragg,United States,North Carolina,6941080
City of Milford (balance),United States,Connecticut,7160204
Butte-Silver Bow (Balance),United States,Montana,7172886
City of Sammamish,United States,Washington,7174365
Silver Firs,United States,Washington,7176035
Vineyard,United States,California,7176039
Wallingford Center,United States,Connecticut,7257422
Bel Air North,United States,Maryland,7257991
Bel Air South,United States,Maryland,7257992
Setauket-East Setauket,United States,New York,7258965
Tonawanda,United States,New York,7259084
Fort Leonard Wood,United States,Missouri,7259265
West Bloomfield Township,United States,Michigan,7259621
East Lake-Orient Park,United States,Florida,7259705
Four Corners,United States,Florida,7259780
Greater Northdale,United States,Florida,7259823
Candler-McAfee,United States,Georgia,7260019
University,United States,Florida,7260219
Vero Beach South,United States,Florida,7260233
Kendall West,United States,Florida,7260327
Palm River-Clair Mel,United States,Florida,7260548
Arden-Arcade,United States,California,7260806
Bryn Mawr-Skyway,United States,Washington,7260966
Casa de Oro-Mount Helix,United States,California,7261029
Florence-Graham,United States,California,7261268
Fort Hood,United States,Texas,7261291
Inglewood-Finn Hill,United States,Washington,7261476
La Crescenta-Montrose,United States,California,7261553
East Hill-Meridian,United States,Washington,7261759
Security-Widefield,United States,Colorado,7262349
Union Hill-Novelty Hill,United States,Washington,7262428
West Whittier-Los Nietos,United States,California,7262518
Summerlin South,United States,Nevada,7262622
Makakilo,United States,Hawaii,7262761
Schofield Barracks,United States,Hawaii,7262790
San Tan Valley,United States,Arizona,7310164
Enchanted Hills,United States,New Mexico,7839240
West Hills,United States,California,8030162
Oak Hill,United States,Virginia,8097131
Bridgewater,United States,New Jersey,8299576
Warren Township,United States,New Jersey,8299577
Fairfield Heights,United States,Indiana,8347326
Randolph,United States,New Jersey,8469295
Hot Springs National Park,United States,Arkansas,8605040
Dixiana,United States,Alabama,8605041
Cranberry Township,United States,Pennsylvania,8643098
Silver Lake,United States,California,10104153
Echo Park,United States,California,10104154
